AC	SHORTLABEL	TAXID
EBI-16014455	influenza a virus (a/little yellow-shouldered bat/guatemala/164/2009(h17n10))	1129346
EBI-16017729	cals4	273068
EBI-16025393	anapz	212042
EBI-16028030	influenza a virus (a/norway/807/2004(h3n2))	397717
EBI-16028071	influenza a virus (a/malaysia/33386/2005(h3n2))	1054730
EBI-16028558	metmj	368407
EBI-16043013	ralpi	329
EBI-16043098	haldv	36095
EBI-16044999	lacba	387344
EBI-16055521	thermus thermophilus bacteriophage p23-77	1714272
EBI-16056745	influenza a virus (a/indonesia/5/2005(h5n1))	400788
EBI-16060262	sabma	389514
EBI-16060719	corynebacterium ammoniagenes dsm 20306	649754
EBI-16115937	arave	182803
EBI-16122261	macaca mulatta rhadinovirus 17577	83534
EBI-16128191	influenza a virus (a/little yellow-shouldered bat/guatemala/060/2010(h17n10))	1129347
EBI-16160819	lismf	265669
EBI-16160860	lismn	1639
EBI-16160874	listeria monocytogenes serotype 4b str. ll195	1230340
EBI-16201669	plal2	521674
EBI-16201700	rhopb	316056
EBI-16202357	pseudomonas phage el	273133
EBI-16202473	metm5	402880
EBI-16222291	xanc8	314565
EBI-16224607	burm1	395019
EBI-16367245	pig-SREC	9823
EBI-16407209	pig-3d4/21	9823
EBI-16424851	human-brain_cerebellum	9606
EBI-16425970	caeel-sperm	6239
EBI-16427662	mouse-ht22	10090
EBI-16591658	human-gm12892	9606
EBI-16594402	bovin-bt cell	9913
EBI-16629521	human-mesothelium	9606
EBI-16706370	Chinese tree shrew	246437
EBI-16714610	human-293s_gnti	9606
EBI-16715667	Lager yeast	27292
EBI-16719406	human-bl41	9606
EBI-16739778	human-1	9606
EBI-16745416	Streptococcus pyogenes serotype M28 (strain MGAS6180)	319701
EBI-16745790	human-pa-1	9606
EBI-16746306	MPyV	1891730
EBI-16746911	human-oci_aml5	9606
EBI-13953587	human-721.221	9606
EBI-14034163	Mycoplasma hyopneumoniae (strain J / ATCC 25934 / NCTC 10110)	262719
EBI-14034212	pig-lung	9823
EBI-14404732	669984	669984
EBI-15183853	mouse-b12	10090
EBI-15188771	Edwardsiella tarda (strain EIB202)	498217
EBI-15188863	epico	94232
EBI-15484450	human-m8	9606
EBI-15558238	fhv	12287
EBI-15561181	baccl	1394
EBI-15567451	baccr	226900
EBI-15572013	strpu	7668
EBI-15572027	carle	46612
EBI-15572083	carpl	7808
EBI-15572176	conim	35631
EBI-15583196	smsv4	36407
EBI-15583823	bpmb1	148603
EBI-15585833	metvo	2188
EBI-15586135	bpph6	10879
EBI-15586169	spirosoma linguale	108
EBI-15591229	SARS coronavirus Frankfurt 1	229992
EBI-15592189	halha	1053
EBI-15630965	hv193	388814
EBI-15631134	hv190	388826
EBI-15637669	strto	55952
EBI-15643199	grvmc	1005060
EBI-15670160	bactu	1428
EBI-15700475	streptomyces thioluteus	66431
EBI-15700966	bpsfv	10761
EBI-15701014	penicillium	5073
EBI-15701026	penicillium stoloniferum virus s	216371
EBI-15701897	acijb	32536
EBI-15707337	bordetella phage bmp-1	263374
EBI-15707360	bpp1virus	542959
EBI-15708950	bovine coronavirus	11128
EBI-15709715	amaph	67723
EBI-15709808	hdvd3	31762
EBI-15709947	enthr	1354
EBI-15709959	entha	768486
EBI-15719850	lactococcus phage tp901-1	35345
EBI-15722599	clope	195102
EBI-15722675	clostridium perfringens d str. jgs1721	488537
EBI-15730086	merkel cell polyomavirus	493803
EBI-15731699	pse14	264730
EBI-15735445	svv1	686944
EBI-15739817	i82a1	352564
EBI-15739855	i000x	132504
EBI-15745023	derpt	6956
EBI-15755550	rous sarcoma virus	11886
EBI-15764000	bdeba	264462
EBI-15771465	phybl	4837
EBI-15783695	patpe	7594
EBI-15797868	anade	290397
EBI-15800713	aspfu	330879
EBI-15800882	podas	5145
EBI-15802176	porcine torovirus	237020
EBI-15802217	brv1	360393
EBI-15802557	neigo	485
EBI-15803104	9hiv2	11709
EBI-15810795	yldv	132475
EBI-15811476	asppu	1403190
EBI-15811600	geoka	235909
EBI-15814181	influenza b virus (b/maryland/1/2001)	1601064
EBI-15814418	cvhnl	277944
EBI-15817932	homam	6706
EBI-15821215	woodchuck hepatitis virus	35269
EBI-15823408	reston ebolavirus	186539
EBI-15823883	Shewanella oneidensis	70863
EBI-15823917	shepu	24
EBI-15830966	paraburkholderia caryophylli	28094
EBI-15831411	ignh4	453591
EBI-15835285	lyngbya majuscula	158786
EBI-15836576	Deinococcus radiodurans	1299
EBI-15843331	strmg	1309
EBI-15849683	hamsters	10026
EBI-15851110	staeq	176279
EBI-15854542	bppha	12360
EBI-15854581	staphylococcus phage 80alpha	53369
EBI-15857918	bacti	1430
EBI-15859224	strc1	93372
EBI-15859834	strru	1929
EBI-15859960	helze	7113
EBI-15859975	prvfl	1289469
EBI-15860083	pseac	43263
EBI-15860130	baccs	79880
EBI-15861063	promp	59919
EBI-15861076	bpprp	268748
EBI-15866954	nudaurelia capensis omega virus	12541
EBI-15869776	symth	292459
EBI-15874240	bmv	12302
EBI-15880804	streptomyces luridus	67320
EBI-15891241	klep3	507522
EBI-15901662	bacillus cereus m1550	526969
EBI-15987255	alpha proteobacterium himb114	684719
EBI-15989618	hpv32	333763
EBI-15989724	human papillomavirus type 6	31552
EBI-16032276	taegu	59729
EBI-16095651	novad	279238
EBI-16096233	pseudomonas phage phipa3	998086
EBI-16096259	pseudomonas phage 201phi2-1	198110
EBI-16116009	const	6493
EBI-16140634	thean	5874
EBI-16144583	mlvff	11797
EBI-16144773	amyor	31958
EBI-16154437	meash	11236
EBI-16157946	sulis	43080
EBI-16157959	sulfolobus islandicus rod-shaped virus 2	157899
EBI-16163957	mycvp	350058
EBI-16164173	pedhc	121224
EBI-16164285	cheqi	63459
EBI-16164299	bamboo mosaic virus	35286
EBI-16174823	sulfolobus sp. nob8h2	84600
EBI-16175094	eco45	585035
EBI-16175604	calcv	345184
EBI-16178682	bpd31	10708
EBI-16178765	pseudomonas phage jbd30	1223260
EBI-16178893	pseudomonas phage jbd5	1223261
EBI-16178975	pseudomonas phage jbd26	1093672
EBI-16182799	incjh	100673
EBI-16367251	A/swine/Saskatchewan/18789/02(H1N1)	292591
EBI-16367836	crucian carp	217509
EBI-16372667	mouse-heart-ventricle	10090
EBI-16372677	human-heart-atrium	9606
EBI-16398326	Olive baboon	9555
EBI-16420758	rat-heart-ventricle-left	10116
EBI-16586835	human-8505C	9606
EBI-13953036	human-ihw 9041/jo 528239	9606
EBI-13955146	isolate WMJ22	11705
EBI-14022731	mouse-atdc5	10090
EBI-14034233	pig-plasma	9823
EBI-14062157	mouse-wehi_231	10090
EBI-14462532	A/Anhui/1-YK_RG01/2013(H7N9)	1663996
EBI-14990146	mouse-bw5147 (TIB-48)	10090
EBI-15013519	human-yts-Eco	9606
EBI-15014178	human-wm1361	9606
EBI-15325302	pi2h	1979160
EBI-15349903	laguna negra orthohantavirus	1980476
EBI-15486686	isolate Camp / Malaysia	5835
EBI-15567600	aspfm	746128
EBI-15567642	desaf	873
EBI-15569373	psesh	319
EBI-15575665	plakn	5850
EBI-15600145	rabbitpox virus	32606
EBI-15604337	mettf	145262
EBI-15605055	chlt2	471472
EBI-15614276	psesg	318
EBI-15614602	influenza a virus (a/hong kong/1074/1999(h9n2))	680690
EBI-15642613	Enterococcus faecium DO	333849
EBI-15646064	braov	3713
EBI-15646105	araly	59689
EBI-15646369	bovine papillomavirus	10571
EBI-15647077	sacmi	114525
EBI-15647952	brepa	54914
EBI-15648072	Lethocerus indicus	212017
EBI-15648202	oxafo	847
EBI-15651379	psesx	317
EBI-15652133	tomato mosaic virus	12253
EBI-15654526	bactb	1434
EBI-15666802	legpn	446
EBI-15669242	influenza a virus (a/hvpr8/34(h1n1))	437607
EBI-15671609	niteu	228410
EBI-15693248	vsnjo	11283
EBI-15693281	vesicular stomatitis virus	11276
EBI-15746218	lotja	34305
EBI-15748683	desha	49338
EBI-15753715	phyin	4787
EBI-15753747	pasfu	5499
EBI-15756552	frath	376619
EBI-15761094	penbr	5074
EBI-15761106	penicillium stoloniferum virus f	296210
EBI-15781734	nephila antipodiana	171624
EBI-15787754	strvt	591159
EBI-15792091	vesicular stomatitis indiana virus	11277
EBI-15792853	simian immunodeficiency virus - agm.tan-1	349975
EBI-15793723	neime	487
EBI-15806628	sorc5	448385
EBI-15834513	hepatitis b virus subtype adw2	10408
EBI-15848752	crpvc	928300
EBI-15849353	hhv6z	36351
EBI-15854363	euprosthenops australis	332052
EBI-15854497	aradi	45920
EBI-15863201	hhv2	10310
EBI-15868692	bacpe	398511
EBI-15868935	streptomyces nodosus	40318
EBI-15895102	helan	4232
EBI-15895791	chikv	37124
EBI-15903102	sagoe	9490
EBI-15920320	bacc1	222523
EBI-15921364	bacfr	295405
EBI-15937404	magnetospirillum gryphiswaldense	55518
EBI-15938709	inble	518987
EBI-15938847	metfe	2180
EBI-15954219	ebosu	386033
EBI-15954710	thetk	768679
EBI-15961291	aeromonas virus 44rr2	115987
EBI-15961370	bpsf6	10773
EBI-15965344	barsr	687861
EBI-15966130	geos2	550542
EBI-15979220	vaufr	195983
EBI-15992080	aspte	33178
EBI-16013300	sphxn	364098
EBI-16045306	vibpq	419109
EBI-16079979	streptomyces maritimus	115828
EBI-16080265	bradi	15368
EBI-16080652	ecoc1	885275
EBI-16084216	influenza a virus (a/shanghai/02/2013(h7n9))	1332244
EBI-16084547	human metapneumovirus	162145
EBI-16093653	pseaj	322
EBI-16096957	entcc	716541
EBI-16097683	theti	1050
EBI-16100489	aywbp	322098
EBI-16104969	kluyveromyces marxianus dmku3-1042	1003335
EBI-16106526	rhom4	518766
EBI-16109873	clobh	441771
EBI-16120056	lepbp	456481
EBI-16120088	vibsn	701176
EBI-16122579	human adenovirus 36	46936
EBI-16123060	sulfurospirillum multivorans dsm 12446	1150621
EBI-16124405	kleph	1125630
EBI-16124755	i68a4	506350
EBI-16126515	mycpa	262316
EBI-16128302	influenza b virus (b/memphis/13/2003)	1601067
EBI-16130713	bacvz	326423
EBI-16143404	mycse	1214915
EBI-16150644	nillu	108931
EBI-16151958	myctt	573729
EBI-16152358	dokdonia eikasta	308116
EBI-16152630	desro	9430
EBI-16161676	aspnc	425011
EBI-16161760	candc	573826
EBI-16163299	legpa	297246
EBI-16166637	sphsx	28214
EBI-16170089	bsmv	12327
EBI-16172867	dauca	4039
EBI-16177207	xanthomonas oryzae pv. oryzicola	129394
EBI-16179685	suls9	555311
EBI-16181869	candidatus kuenenia stuttgartiensis	174633
EBI-16192210	pcv2	85708
EBI-16201167	cvhn5	443241
EBI-16203352	meiothermus taiwanensis	172827
EBI-16204236	ralstonia sp. e2	67939
EBI-16214650	eco1e	1133853
EBI-16214860	speckled hind	160717
EBI-16225716	canpc	578454
EBI-16225865	canpa	5480
EBI-16414874	pig-pam	9823
EBI-16517277	Escherichia coli TA447	656447
EBI-16584440	aiv1	1313215
EBI-16594071	wild yak	72004
